trigram,frequency,trigrams
"('restaurant', 'closed', 'monday')",1,restaurant closed monday
"('closed', 'monday', 'evening')",1,closed monday evening
"('monday', 'evening', 'lunch')",1,monday evening lunch
"('evening', 'lunch', 'hotel')",1,evening lunch hotel
"('lunch', 'hotel', 'best')",1,lunch hotel best
"('hotel', 'best', 'pasta')",1,hotel best pasta
"('best', 'pasta', 'stay')",1,best pasta stay
"('pasta', 'stay', 'italy')",1,pasta stay italy
"('stay', 'italy', 'breakfast')",1,stay italy breakfast
"('italy', 'breakfast', 'buffet')",1,italy breakfast buffet
"('buffet', 'great', 'back')",1,buffet great back
"('great', 'back', 'naples')",1,great back naples
"('art', 'michelin', 'star')",1,art michelin star
"('class', 'contemporary', 'art')",1,class contemporary art
"('speaker', 'overall', 'stay')",1,speaker overall stay
"('location', 'far', 'ideal')",1,location far ideal
"('say', 'enough', 'positive')",1,say enough positive
"('enough', 'positive', 'hotel')",1,enough positive hotel
"('positive', 'hotel', 'service')",1,positive hotel service
"('hotel', 'service', 'rooms')",1,hotel service rooms
"('service', 'rooms', 'common')",1,service rooms common
"('rooms', 'common', 'spaces')",1,rooms common spaces
"('common', 'spaces', 'beautiful')",1,common spaces beautiful
"('spaces', 'beautiful', 'however')",1,spaces beautiful however
"('beautiful', 'however', 'location')",1,beautiful however location
"('however', 'location', 'far')",1,however location far
"('far', 'ideal', 'neighborhood')",1,far ideal neighborhood
"('world', 'class', 'contemporary')",1,world class contemporary
"('ideal', 'neighborhood', 'shabby')",1,ideal neighborhood shabby
"('neighborhood', 'shabby', 'uncomfortable')",1,neighborhood shabby uncomfortable
"('shabby', 'uncomfortable', 'walk')",1,shabby uncomfortable walk
"('uncomfortable', 'walk', 'around')",1,uncomfortable walk around
"('walk', 'around', 'area')",1,walk around area
"('around', 'area', 'next')",1,around area next
"('area', 'next', 'time')",1,area next time
"('next', 'time', 'would')",1,next time would
"('time', 'would', 'likely')",1,time would likely
"('would', 'likely', 'stay')",1,would likely stay
"('table', 'say', 'enough')",1,table say enough
"('another', 'table', 'say')",1,another table say
"('setting', 'another', 'table')",1,setting another table
"('get', 'setting', 'another')",1,get setting another
"('overall', 'stay', 'great')",1,overall stay great
"('stay', 'great', 'nice')",1,stay great nice
"('great', 'nice', 'clean')",1,great nice clean
"('nice', 'clean', 'hotel')",1,nice clean hotel
"('clean', 'hotel', 'service')",1,clean hotel service
"('hotel', 'service', 'breakfast')",1,hotel service breakfast
"('service', 'breakfast', 'evening')",1,service breakfast evening
"('breakfast', 'evening', 'drinks')",1,breakfast evening drinks
"('evening', 'drinks', 'could')",1,evening drinks could
"('drinks', 'could', 'attentive')",1,drinks could attentive
"('could', 'attentive', 'example')",1,could attentive example
"('attentive', 'example', 'seated')",1,attentive example seated
"('example', 'seated', 'breakfast')",1,example seated breakfast
"('seated', 'breakfast', 'table')",1,seated breakfast table
"('breakfast', 'table', 'two')",1,breakfast table two
"('table', 'two', 'settings')",1,table two settings
"('two', 'settings', 'set')",1,two settings set
"('settings', 'set', 'third')",1,settings set third
"('set', 'third', 'person')",1,set third person
"('third', 'person', 'get')",1,third person get
"('person', 'get', 'setting')",1,person get setting
"('likely', 'stay', 'santa')",1,likely stay santa
"('stay', 'santa', 'lucia')",1,stay santa lucia
"('santa', 'lucia', 'area')",1,santa lucia area
"('great', 'condition', 'stunning')",1,great condition stunning
"('stunning', 'views', 'facilities')",1,stunning views facilities
"('views', 'facilities', 'stayed')",1,views facilities stayed
"('facilities', 'stayed', 'many')",1,facilities stayed many
"('stayed', 'many', 'hotels')",1,stayed many hotels
"('many', 'hotels', 'naples')",1,many hotels naples
"('hotels', 'naples', 'far')",1,hotels naples far
"('naples', 'far', 'favorite')",1,naples far favorite
"('far', 'favorite', 'romeo')",1,far favorite romeo
"('favorite', 'romeo', 'hotel')",1,favorite romeo hotel
"('romeo', 'hotel', 'across')",1,romeo hotel across
"('hotel', 'across', 'port')",1,hotel across port
"('across', 'port', 'beautiful')",1,across port beautiful
"('port', 'beautiful', 'well')",1,port beautiful well
"('beautiful', 'well', 'kept')",1,beautiful well kept
"('well', 'kept', 'modern')",1,well kept modern
"('kept', 'modern', 'building')",1,kept modern building
"('modern', 'building', 'adorned')",1,modern building adorned
"('building', 'adorned', 'exotic')",1,building adorned exotic
"('adorned', 'exotic', 'cactus')",1,adorned exotic cactus
"('exotic', 'cactus', 'world')",1,exotic cactus world
"('cactus', 'world', 'class')",1,cactus world class
"('condition', 'stunning', 'views')",1,condition stunning views
"('hotel', 'great', 'condition')",1,hotel great condition
"('lucia', 'area', 'say')",1,lucia area say
"('perfect', 'hotel', 'great')",1,perfect hotel great
"('area', 'say', 'romeo')",1,area say romeo
"('say', 'romeo', 'hotel')",1,say romeo hotel
"('romeo', 'hotel', 'truly')",1,romeo hotel truly
"('hotel', 'truly', 'star')",1,hotel truly star
"('truly', 'star', 'hotel')",1,truly star hotel
"('star', 'hotel', 'star')",1,star hotel star
"('hotel', 'star', 'service')",1,hotel star service
"('star', 'service', 'wow')",1,star service wow
"('service', 'wow', 'factors')",1,service wow factors
"('wow', 'factors', 'associated')",1,wow factors associated
"('factors', 'associated', 'hyatt')",1,factors associated hyatt
"('associated', 'hyatt', 'associated')",1,associated hyatt associated
"('hyatt', 'associated', 'hotels')",1,hyatt associated hotels
"('associated', 'hotels', 'staff')",1,associated hotels staff
"('hotels', 'staff', 'really')",1,hotels staff really
"('staff', 'really', 'played')",1,staff really played
"('really', 'played', 'part')",1,really played part
"('played', 'part', 'make')",1,played part make
"('part', 'make', 'stay')",1,part make stay
"('make', 'stay', 'perfect')",1,make stay perfect
"('stay', 'perfect', 'hotel')",1,stay perfect hotel
"('expensive', 'extremely', 'nice')",1,expensive extremely nice
"('extremely', 'nice', 'good')",1,extremely nice good
"('nice', 'good', 'buffet')",1,nice good buffet
"('naples', 'wanted', 'see')",1,naples wanted see
"('using', 'naples', 'base')",1,using naples base
"('naples', 'base', 'decided')",1,naples base decided
"('base', 'decided', 'upon')",1,base decided upon
"('decided', 'upon', 'hotel')",1,decided upon hotel
"('upon', 'hotel', 'romeo')",1,upon hotel romeo
"('hotel', 'romeo', 'near')",1,hotel romeo near
"('romeo', 'near', 'everything')",1,romeo near everything
"('near', 'everything', 'within')",1,near everything within
"('everything', 'within', 'naples')",1,everything within naples
"('within', 'naples', 'wanted')",1,within naples wanted
"('wanted', 'see', 'experience')",1,wanted see experience
"('treated', 'disrespect', 'hotel')",1,treated disrespect hotel
"('see', 'experience', 'hotel')",1,see experience hotel
"('experience', 'hotel', 'staff')",1,experience hotel staff
"('staff', 'amazing', 'comandante')",1,staff amazing comandante
"('amazing', 'comandante', 'restaurant')",1,amazing comandante restaurant
"('comandante', 'restaurant', 'nothing')",1,comandante restaurant nothing
"('restaurant', 'nothing', 'short')",1,restaurant nothing short
"('nothing', 'short', 'exceptional')",1,nothing short exceptional
"('short', 'exceptional', 'restaurant')",1,short exceptional restaurant
"('exceptional', 'restaurant', 'worth')",1,exceptional restaurant worth
"('restaurant', 'worth', 'visit')",1,restaurant worth visit
"('coast', 'using', 'naples')",1,coast using naples
"('amalfi', 'coast', 'using')",1,amalfi coast using
"('pompeii', 'amalfi', 'coast')",1,pompeii amalfi coast
"('heading', 'pompeii', 'amalfi')",1,heading pompeii amalfi
"('hotel', 'kept', 'calling')",1,hotel kept calling
"('kept', 'calling', 'mrs')",1,kept calling mrs
"('calling', 'mrs', 'correct')",1,calling mrs correct
"('mrs', 'correct', 'thought')",1,mrs correct thought
"('correct', 'thought', 'single')",1,correct thought single
"('thought', 'single', 'insult')",1,thought single insult
"('single', 'insult', 'physician')",1,single insult physician
"('insult', 'physician', 'vacation')",1,insult physician vacation
"('physician', 'vacation', 'time')",1,physician vacation time
"('vacation', 'time', 'valuable')",1,vacation time valuable
"('time', 'valuable', 'spending')",1,time valuable spending
"('valuable', 'spending', 'places')",1,valuable spending places
"('spending', 'places', 'wishing')",1,spending places wishing
"('places', 'wishing', 'significant')",1,places wishing significant
"('wishing', 'significant', 'improvement')",1,wishing significant improvement
"('significant', 'improvement', 'short')",1,significant improvement short
"('improvement', 'short', 'trip')",1,improvement short trip
"('short', 'trip', 'wife')",1,short trip wife
"('trip', 'wife', '50th')",1,trip wife 50th
"('wife', '50th', 'heading')",1,wife 50th heading
"('50th', 'heading', 'pompeii')",1,50th heading pompeii
"('worth', 'visit', 'alone')",1,worth visit alone
"('visit', 'alone', 'room')",1,visit alone room
"('alone', 'room', 'deluxe')",1,alone room deluxe
"('stay', 'even', 'better')",1,stay even better
"('better', 'memorable', 'stay')",1,better memorable stay
"('memorable', 'stay', 'wife')",1,memorable stay wife
"('stay', 'wife', 'look')",1,stay wife look
"('wife', 'look', 'back')",1,wife look back
"('look', 'back', 'special')",1,look back special
"('back', 'special', 'birthday')",1,back special birthday
"('special', 'birthday', 'family')",1,special birthday family
"('birthday', 'family', 'stayed')",1,birthday family stayed
"('family', 'stayed', 'evening')",1,family stayed evening
"('stayed', 'evening', 'amalfi')",1,stayed evening amalfi
"('evening', 'amalfi', 'coast')",1,evening amalfi coast
"('amalfi', 'coast', 'beautiful')",1,amalfi coast beautiful
"('coast', 'beautiful', 'hotel')",1,coast beautiful hotel
"('hotel', 'great', 'decor')",1,hotel great decor
"('great', 'decor', 'kind')",1,great decor kind
"('decor', 'kind', 'staff')",1,decor kind staff
"('kind', 'staff', 'conveniently')",1,kind staff conveniently
"('staff', 'conveniently', 'located')",1,staff conveniently located
"('conveniently', 'located', 'old')",1,conveniently located old
"('located', 'old', 'town')",1,located old town
"('old', 'town', 'lot')",1,old town lot
"('even', 'better', 'memorable')",1,even better memorable
"('short', 'stay', 'even')",1,short stay even
"('room', 'deluxe', 'double')",1,room deluxe double
"('made', 'short', 'stay')",1,made short stay
"('deluxe', 'double', 'decent')",1,deluxe double decent
"('double', 'decent', 'sea')",1,double decent sea
"('decent', 'sea', 'view')",1,decent sea view
"('sea', 'view', 'hotel')",1,sea view hotel
"('view', 'hotel', 'much')",1,view hotel much
"('hotel', 'much', 'much')",1,hotel much much
"('much', 'much', 'elsewhere')",1,much much elsewhere
"('much', 'elsewhere', 'room')",1,much elsewhere room
"('elsewhere', 'room', 'clean')",1,elsewhere room clean
"('room', 'clean', 'tidy')",1,room clean tidy
"('clean', 'tidy', 'everything')",1,clean tidy everything
"('tidy', 'everything', 'needed')",1,tidy everything needed
"('everything', 'needed', 'great')",1,everything needed great
"('needed', 'great', 'service')",1,needed great service
"('great', 'service', 'staff')",1,great service staff
"('service', 'staff', 'met')",1,service staff met
"('staff', 'met', 'friendly')",1,staff met friendly
"('met', 'friendly', 'kind')",1,met friendly kind
"('friendly', 'kind', 'courteous')",1,friendly kind courteous
"('kind', 'courteous', 'made')",1,kind courteous made
"('courteous', 'made', 'short')",1,courteous made short
"('disrespect', 'hotel', 'kept')",1,disrespect hotel kept
"('like', 'treated', 'disrespect')",1,like treated disrespect
"('lot', 'walkable', 'attractions')",1,lot walkable attractions
"('cool', 'still', '1989')",1,cool still 1989
"('quite', 'good', 'michelin')",1,quite good michelin
"('good', 'michelin', 'starred')",1,good michelin starred
"('starred', 'restaurant', 'wonderful')",1,starred restaurant wonderful
"('restaurant', 'wonderful', 'wait')",1,restaurant wonderful wait
"('wonderful', 'wait', 'staff')",1,wonderful wait staff
"('wait', 'staff', 'decor')",1,wait staff decor
"('staff', 'decor', 'hotel')",1,staff decor hotel
"('decor', 'hotel', 'kinda')",1,decor hotel kinda
"('hotel', 'kinda', 'cool')",1,hotel kinda cool
"('kinda', 'cool', 'still')",1,kinda cool still
"('still', '1989', 'however')",1,still 1989 however
"('felt', 'like', 'treated')",1,felt like treated
"('1989', 'however', 'rooms')",1,1989 however rooms
"('however', 'rooms', 'horribly')",1,however rooms horribly
"('rooms', 'horribly', 'designed')",1,rooms horribly designed
"('horribly', 'designed', 'non')",1,horribly designed non
"('designed', 'non', 'functioning')",1,designed non functioning
"('non', 'functioning', 'forget')",1,non functioning forget
"('functioning', 'forget', 'trying')",1,functioning forget trying
"('forget', 'trying', 'read')",1,forget trying read
"('trying', 'read', 'ridiculous')",1,trying read ridiculous
"('read', 'ridiculous', 'directions')",1,read ridiculous directions
"('staff', 'quite', 'good')",1,staff quite good
"('nice', 'staff', 'quite')",1,nice staff quite
"('staff', 'nice', 'staff')",1,staff nice staff
"('hotel', 'staff', 'nice')",1,hotel staff nice
"('blocking', 'view', 'harbour')",1,blocking view harbour
"('view', 'harbour', 'beyond')",1,view harbour beyond
"('harbour', 'beyond', 'happy')",1,harbour beyond happy
"('beyond', 'happy', 'hotel')",1,beyond happy hotel
"('happy', 'hotel', 'beautiful')",1,happy hotel beautiful
"('beautiful', 'extremely', 'relaxing')",1,beautiful extremely relaxing
"('extremely', 'relaxing', 'gorgeous')",1,extremely relaxing gorgeous
"('relaxing', 'gorgeous', 'close')",1,relaxing gorgeous close
"('gorgeous', 'close', 'port')",1,gorgeous close port
"('close', 'port', 'literally')",1,close port literally
"('port', 'literally', 'walked')",1,port literally walked
"('literally', 'walked', 'across')",1,literally walked across
"('walked', 'across', 'street')",1,walked across street
"('across', 'street', 'got')",1,across street got
"('street', 'got', 'ferry')",1,street got ferry
"('got', 'ferry', 'beautiful')",1,got ferry beautiful
"('ferry', 'beautiful', 'capri')",1,ferry beautiful capri
"('beautiful', 'capri', 'truly')",1,beautiful capri truly
"('capri', 'truly', 'beautiful')",1,capri truly beautiful
"('truly', 'beautiful', 'hotel')",1,truly beautiful hotel
"('beautiful', 'hotel', 'staff')",1,beautiful hotel staff
"('ridiculous', 'directions', 'weird')",1,ridiculous directions weird
"('directions', 'weird', 'motion')",1,directions weird motion
"('weird', 'motion', 'sensor')",1,weird motion sensor
"('mat', 'door', 'sweeps')",1,mat door sweeps
"('sweeps', 'away', 'yet')",1,sweeps away yet
"('away', 'yet', 'even')",1,away yet even
"('yet', 'even', 'place')",1,yet even place
"('even', 'place', 'would')",1,even place would
"('place', 'would', 'passable')",1,place would passable
"('would', 'passable', 'filthy')",1,would passable filthy
"('passable', 'filthy', 'shower')",1,passable filthy shower
"('filthy', 'shower', 'stalls')",1,filthy shower stalls
"('shower', 'stalls', 'mold')",1,shower stalls mold
"('stalls', 'mold', 'soap')",1,stalls mold soap
"('mold', 'soap', 'scum')",1,mold soap scum
"('soap', 'scum', 'housekeeping')",1,soap scum housekeeping
"('scum', 'housekeeping', 'clearly')",1,scum housekeeping clearly
"('housekeeping', 'clearly', 'well')",1,housekeeping clearly well
"('clearly', 'well', 'managed')",1,clearly well managed
"('well', 'managed', 'imo')",1,well managed imo
"('managed', 'imo', 'travelling')",1,managed imo travelling
"('imo', 'travelling', 'single')",1,imo travelling single
"('travelling', 'single', 'woman')",1,travelling single woman
"('single', 'woman', 'felt')",1,single woman felt
"('woman', 'felt', 'like')",1,woman felt like
"('door', 'sweeps', 'away')",1,door sweeps away
"('bath', 'mat', 'door')",1,bath mat door
"('motion', 'sensor', 'lights')",1,motion sensor lights
"('put', 'bath', 'mat')",1,put bath mat
"('sensor', 'lights', 'bathroom')",1,sensor lights bathroom
"('lights', 'bathroom', 'showering')",1,lights bathroom showering
"('bathroom', 'showering', 'inexplicably')",1,bathroom showering inexplicably
"('showering', 'inexplicably', 'complicated')",1,showering inexplicably complicated
"('inexplicably', 'complicated', 'light')",1,inexplicably complicated light
"('complicated', 'light', 'switches')",1,complicated light switches
"('light', 'switches', 'shallow')",1,light switches shallow
"('switches', 'shallow', 'sink')",1,switches shallow sink
"('shallow', 'sink', 'causes')",1,shallow sink causes
"('sink', 'causes', 'water')",1,sink causes water
"('causes', 'water', 'splash')",1,causes water splash
"('water', 'splash', 'everywhere')",1,water splash everywhere
"('splash', 'everywhere', 'fact')",1,splash everywhere fact
"('everywhere', 'fact', 'shower')",1,everywhere fact shower
"('fact', 'shower', 'door')",1,fact shower door
"('shower', 'door', 'opens')",1,shower door opens
"('door', 'opens', 'flush')",1,door opens flush
"('opens', 'flush', 'floor')",1,opens flush floor
"('flush', 'floor', 'means')",1,flush floor means
"('floor', 'means', 'put')",1,floor means put
"('means', 'put', 'bath')",1,means put bath
"('town', 'lot', 'walkable')",1,town lot walkable
"('walkable', 'attractions', 'two')",1,walkable attractions two
"('ugly', 'warehouse', 'blocking')",1,ugly warehouse blocking
"('great', 'dark', 'money')",1,great dark money
"('really', 'excellent', 'however')",1,really excellent however
"('excellent', 'however', 'rooms')",1,excellent however rooms
"('however', 'rooms', 'modern')",1,however rooms modern
"('rooms', 'modern', 'sleek')",1,rooms modern sleek
"('modern', 'sleek', 'quite')",1,modern sleek quite
"('sleek', 'quite', 'dark')",1,sleek quite dark
"('quite', 'dark', 'port')",1,quite dark port
"('dark', 'port', 'area')",1,dark port area
"('port', 'area', 'great')",1,port area great
"('area', 'great', 'dark')",1,area great dark
"('dark', 'money', 'could')",1,dark money could
"('options', 'sure', 'probably')",1,options sure probably
"('money', 'could', 'stay')",1,money could stay
"('could', 'stay', 'fancier')",1,could stay fancier
"('stay', 'fancier', 'chiaia')",1,stay fancier chiaia
"('fancier', 'chiaia', 'district')",1,fancier chiaia district
"('chiaia', 'district', 'heart')",1,chiaia district heart
"('district', 'heart', 'said')",1,district heart said
"('heart', 'said', 'stunning')",1,heart said stunning
"('said', 'stunning', 'hotel')",1,said stunning hotel
"('stunning', 'hotel', 'sleek')",1,stunning hotel sleek
"('hotel', 'sleek', 'modern')",1,hotel sleek modern
"('spa', 'really', 'excellent')",1,spa really excellent
"('option', 'spa', 'really')",1,option spa really
"('good', 'option', 'spa')",1,good option spa
"('advantage', 'good', 'option')",1,advantage good option
"('probably', 'one', 'best')",1,probably one best
"('one', 'best', 'bunch')",1,one best bunch
"('best', 'bunch', 'however')",1,best bunch however
"('bunch', 'however', '350')",1,bunch however 350
"('however', '350', 'night')",1,however 350 night
"('350', 'night', 'certainly')",1,350 night certainly
"('night', 'certainly', 'punchy')",1,night certainly punchy
"('certainly', 'punchy', 'considering')",1,certainly punchy considering
"('punchy', 'considering', 'options')",1,punchy considering options
"('considering', 'options', 'central')",1,considering options central
"('options', 'central', 'want')",1,options central want
"('central', 'want', 'stay')",1,central want stay
"('want', 'stay', 'one')",1,want stay one
"('one', 'night', 'naples')",1,one night naples
"('night', 'naples', 'consider')",1,night naples consider
"('naples', 'consider', 'close')",1,naples consider close
"('consider', 'close', 'port')",1,consider close port
"('close', 'port', 'molo')",1,close port molo
"('port', 'molo', 'beverello')",1,port molo beverello
"('molo', 'beverello', 'advantage')",1,molo beverello advantage
"('beverello', 'advantage', 'good')",1,beverello advantage good
"('sleek', 'modern', 'comfortable')",1,sleek modern comfortable
"('modern', 'comfortable', 'beds')",1,modern comfortable beds
"('comfortable', 'beds', 'great')",1,comfortable beds great
"('nights', 'stay', 'see')",1,nights stay see
"('see', 'mount', 'vesuvius')",1,see mount vesuvius
"('mount', 'vesuvius', 'harbour')",1,mount vesuvius harbour
"('vesuvius', 'harbour', 'view')",1,vesuvius harbour view
"('harbour', 'view', 'rooms')",1,harbour view rooms
"('view', 'rooms', 'bar')",1,view rooms bar
"('rooms', 'bar', 'pool')",1,rooms bar pool
"('bar', 'pool', 'chose')",1,bar pool chose
"('pool', 'chose', 'romeo')",1,pool chose romeo
"('chose', 'romeo', 'nearness')",1,chose romeo nearness
"('romeo', 'nearness', 'ferries')",1,romeo nearness ferries
"('nearness', 'ferries', 'going')",1,nearness ferries going
"('ferries', 'going', 'sorrento')",1,ferries going sorrento
"('going', 'sorrento', 'planned')",1,going sorrento planned
"('sorrento', 'planned', 'day')",1,sorrento planned day
"('planned', 'day', 'excursion')",1,planned day excursion
"('day', 'excursion', 'chose')",1,day excursion chose
"('excursion', 'chose', 'also')",1,excursion chose also
"('chose', 'also', 'commanding')",1,chose also commanding
"('also', 'commanding', 'views')",1,also commanding views
"('commanding', 'views', 'vesuvius')",1,commanding views vesuvius
"('views', 'vesuvius', 'capri')",1,views vesuvius capri
"('stay', 'see', 'mount')",1,stay see mount
"('visited', 'nights', 'stay')",1,visited nights stay
"('beds', 'great', 'service')",1,beds great service
"('area', 'visited', 'nights')",1,area visited nights
"('great', 'service', 'liked')",1,great service liked
"('service', 'liked', 'location')",1,service liked location
"('liked', 'location', 'based')",1,liked location based
"('location', 'based', 'proximity')",1,location based proximity
"('based', 'proximity', 'metro')",1,based proximity metro
"('proximity', 'metro', 'one')",1,proximity metro one
"('tina', 'alehandro', 'fillipo')",1,tina alehandro fillipo
"('one', 'stop', 'train')",1,one stop train
"('stop', 'train', 'station')",1,stop train station
"('train', 'station', 'minute')",1,train station minute
"('station', 'minute', 'taxi')",1,station minute taxi
"('minute', 'taxi', 'airport')",1,minute taxi airport
"('taxi', 'airport', 'good')",1,taxi airport good
"('airport', 'good', 'area')",1,airport good area
"('good', 'area', 'walking')",1,good area walking
"('area', 'walking', 'popular')",1,area walking popular
"('walking', 'popular', 'bars')",1,walking popular bars
"('popular', 'bars', 'restaurants')",1,popular bars restaurants
"('bars', 'restaurants', 'promenade')",1,bars restaurants promenade
"('restaurants', 'promenade', 'area')",1,restaurants promenade area
"('promenade', 'area', 'visited')",1,promenade area visited
"('sure', 'probably', 'one')",1,sure probably one
"('boutique', 'options', 'sure')",1,boutique options sure
"('attractions', 'two', 'bedroom')",1,attractions two bedroom
"('written', 'note', 'decadent')",1,written note decadent
"('welcomed', 'beautiful', 'lobby')",1,welcomed beautiful lobby
"('beautiful', 'lobby', 'refreshments')",1,beautiful lobby refreshments
"('lobby', 'refreshments', 'pastries')",1,lobby refreshments pastries
"('refreshments', 'pastries', 'got')",1,refreshments pastries got
"('pastries', 'got', 'room')",1,pastries got room
"('got', 'room', 'found')",1,got room found
"('room', 'found', 'lovely')",1,room found lovely
"('found', 'lovely', 'hand')",1,found lovely hand
"('lovely', 'hand', 'written')",1,lovely hand written
"('hand', 'written', 'note')",1,hand written note
"('note', 'decadent', 'chocolate')",1,note decadent chocolate
"('many', 'boutique', 'options')",1,many boutique options
"('decadent', 'chocolate', 'day')",1,decadent chocolate day
"('chocolate', 'day', 'even')",1,chocolate day even
"('day', 'even', 'different')",1,day even different
"('even', 'different', 'treat')",1,even different treat
"('different', 'treat', 'waiting')",1,different treat waiting
"('treat', 'waiting', 'even')",1,treat waiting even
"('waiting', 'even', 'turn')",1,waiting even turn
"('even', 'turn', 'service')",1,even turn service
"('turn', 'service', 'placed')",1,turn service placed
"('service', 'placed', 'slippers')",1,service placed slippers
"('warmly', 'welcomed', 'beautiful')",1,warmly welcomed beautiful
"('group', 'warmly', 'welcomed')",1,group warmly welcomed
"('hotel', 'group', 'warmly')",1,hotel group warmly
"('unique', 'hotel', 'group')",1,unique hotel group
"('two', 'bedroom', 'suite')",1,two bedroom suite
"('bedroom', 'suite', 'stunning')",1,bedroom suite stunning
"('suite', 'stunning', 'would')",1,suite stunning would
"('stunning', 'would', 'definitely')",1,stunning would definitely
"('definitely', 'stay', 'comment')",1,definitely stay comment
"('stay', 'comment', 'made')",1,stay comment made
"('comment', 'made', 'photos')",1,comment made photos
"('made', 'photos', 'pool')",1,made photos pool
"('photos', 'pool', 'look')",1,photos pool look
"('pool', 'look', 'much')",1,pool look much
"('look', 'much', 'larger')",1,look much larger
"('much', 'larger', 'really')",1,much larger really
"('larger', 'really', 'small')",1,larger really small
"('really', 'small', 'space')",1,really small space
"('small', 'space', 'expect')",1,small space expect
"('space', 'expect', 'make')",1,space expect make
"('expect', 'make', 'day')",1,expect make day
"('make', 'day', 'wow')",1,make day wow
"('day', 'wow', 'refreshingly')",1,day wow refreshingly
"('wow', 'refreshingly', 'unique')",1,wow refreshingly unique
"('refreshingly', 'unique', 'hotel')",1,refreshingly unique hotel
"('placed', 'slippers', 'bed')",1,placed slippers bed
"('slippers', 'bed', 'room')",1,slippers bed room
"('bed', 'room', 'modern')",1,bed room modern
"('filling', 'beautiful', 'presentation')",1,filling beautiful presentation
"('presentation', 'location', 'good')",1,presentation location good
"('location', 'good', 'booked')",1,location good booked
"('good', 'booked', 'hotel')",1,good booked hotel
"('booked', 'hotel', 'based')",1,booked hotel based
"('hotel', 'based', 'fact')",1,hotel based fact
"('based', 'fact', 'nominated')",1,based fact nominated
"('fact', 'nominated', 'mrs')",1,fact nominated mrs
"('nominated', 'mrs', 'smith')",1,nominated mrs smith
"('mrs', 'smith', 'hotel')",1,mrs smith hotel
"('smith', 'hotel', 'brand')",1,smith hotel brand
"('hotel', 'brand', 'trust')",1,hotel brand trust
"('brand', 'trust', 'rarely')",1,brand trust rarely
"('trust', 'rarely', 'lets')",1,trust rarely lets
"('rarely', 'lets', 'see')",1,rarely lets see
"('lets', 'see', 'nominated')",1,lets see nominated
"('see', 'nominated', 'chaotic')",1,see nominated chaotic
"('nominated', 'chaotic', 'city')",1,nominated chaotic city
"('chaotic', 'city', 'like')",1,chaotic city like
"('city', 'like', 'naples')",1,city like naples
"('like', 'naples', 'many')",1,like naples many
"('naples', 'many', 'boutique')",1,naples many boutique
"('beautiful', 'presentation', 'location')",1,beautiful presentation location
"('nice', 'filling', 'beautiful')",1,nice filling beautiful
"('room', 'modern', 'classy')",1,room modern classy
"('breakfast', 'nice', 'filling')",1,breakfast nice filling
"('modern', 'classy', 'bed')",1,modern classy bed
"('classy', 'bed', 'comfortable')",1,classy bed comfortable
"('bed', 'comfortable', 'slept')",1,bed comfortable slept
"('comfortable', 'slept', 'well')",1,comfortable slept well
"('slept', 'well', 'one')",1,slept well one
"('well', 'one', 'small')",1,well one small
"('one', 'small', 'complaint')",1,one small complaint
"('small', 'complaint', 'struggled')",1,small complaint struggled
"('complaint', 'struggled', 'bit')",1,complaint struggled bit
"('struggled', 'bit', 'lights')",1,struggled bit lights
"('bit', 'lights', 'switches')",1,bit lights switches
"('lights', 'switches', 'instance')",1,lights switches instance
"('switches', 'instance', 'drapes')",1,switches instance drapes
"('instance', 'drapes', 'motorized')",1,instance drapes motorized
"('drapes', 'motorized', 'system')",1,drapes motorized system
"('motorized', 'system', 'controls')",1,motorized system controls
"('system', 'controls', 'bed')",1,system controls bed
"('controls', 'bed', 'complaint')",1,controls bed complaint
"('bed', 'complaint', 'well')",1,bed complaint well
"('complaint', 'well', 'breakfast')",1,complaint well breakfast
"('well', 'breakfast', 'nice')",1,well breakfast nice
"('warehouse', 'blocking', 'view')",1,warehouse blocking view
"('extremely', 'ugly', 'warehouse')",1,extremely ugly warehouse
"('good', 'buffet', 'breakfast')",1,good buffet breakfast
"('hard', 'build', 'something')",1,hard build something
"('product', 'line', 'hotel')",1,product line hotel
"('line', 'hotel', 'goes')",1,line hotel goes
"('hotel', 'goes', 'downhill')",1,hotel goes downhill
"('goes', 'downhill', 'staff')",1,goes downhill staff
"('downhill', 'staff', 'actually')",1,downhill staff actually
"('staff', 'actually', 'disappointing')",1,staff actually disappointing
"('actually', 'disappointing', 'owners')",1,actually disappointing owners
"('disappointing', 'owners', 'work')",1,disappointing owners work
"('owners', 'work', 'hard')",1,owners work hard
"('work', 'hard', 'build')",1,work hard build
"('build', 'something', 'face')",1,build something face
"('floor', '3000', 'gym')",1,floor 3000 gym
"('something', 'face', 'company')",1,something face company
"('face', 'company', 'staff')",1,face company staff
"('company', 'staff', 'compromise')",1,company staff compromise
"('staff', 'compromise', 'quality')",1,staff compromise quality
"('compromise', 'quality', 'staff')",1,compromise quality staff
"('quality', 'staff', 'often')",1,quality staff often
"('staff', 'often', 'rude')",1,staff often rude
"('often', 'rude', 'pompous')",1,often rude pompous
"('rude', 'pompous', 'unresponsive')",1,rude pompous unresponsive
"('pompous', 'unresponsive', 'emailed')",1,pompous unresponsive emailed
"('quality', 'product', 'line')",1,quality product line
"('high', 'quality', 'product')",1,high quality product
"('knows', 'high', 'quality')",1,knows high quality
