trigram,frequency,trigrams
"('pear', 'juice', 'never')",1,pear juice never
"('had', 'a', 'really')",1,had a really
"('and', 'pear', 'juice')",1,and pear juice
"('a', 'really', 'beautiful')",1,a really beautiful
"('wait', 'and', 'pear')",1,wait and pear
"('really', 'beautiful', 'hotel')",1,really beautiful hotel
"('beautiful', 'hotel', 'great')",1,beautiful hotel great
"('long', 'wait', 'and')",1,long wait and
"('great', 'long', 'wait')",1,great long wait
"('not', 'great', 'long')",1,not great long
"('was', 'not', 'great')",1,was not great
"('breakfast', 'was', 'not')",1,breakfast was not
"('hotel', 'great', 'location')",1,hotel great location
"('great', 'location', 'great')",1,great location great
"('at', 'breakfast', 'was')",1,at breakfast was
"('location', 'great', 'restaurant')",1,location great restaurant
"('great', 'restaurant', 'wonderful')",1,great restaurant wonderful
"('good', 'service', 'at')",1,good service at
"('restaurant', 'wonderful', 'service')",1,restaurant wonderful service
"('valet', 'parking', 'we')",1,valet parking we
"('parking', 'we', 'waited')",1,parking we waited
"('we', 'waited', '35')",1,we waited 35
"('to', 'halt', 'one')",1,to halt one
"('a', '2', 'hour')",1,a 2 hour
"('2', 'hour', 'window')",1,2 hour window
"('hour', 'window', 'in')",1,hour window in
"('window', 'in', 'their')",1,window in their
"('in', 'their', 'spa')",1,in their spa
"('their', 'spa', 'i')",1,their spa i
"('it', 'had', 'been')",1,it had been
"('spa', 'i', 'had')",1,spa i had
"('again', 'it', 'had')",1,again it had
"('parked', 'again', 'it')",1,parked again it
"('had', 'to', 'halt')",1,had to halt
"('we', 'parked', 'again')",1,we parked again
"('halt', 'one', 'treatment')",1,halt one treatment
"('waited', '35', 'mns')",1,waited 35 mns
"('one', 'treatment', 'as')",1,one treatment as
"('treatment', 'as', 'the')",1,treatment as the
"('when', 'we', 'parked')",1,when we parked
"('realized', 'when', 'we')",1,realized when we
"('we', 'realized', 'when')",1,we realized when
"('as', 'the', 'therapist')",1,as the therapist
"('and', 'we', 'realized')",1,and we realized
"('car', 'and', 'we')",1,car and we
"('our', 'car', 'and')",1,our car and
"('get', 'our', 'car')",1,get our car
"('mns', 'to', 'get')",1,mns to get
"('35', 'mns', 'to')",1,35 mns to
"('wonderful', 'service', 'we')",1,wonderful service we
"('appointed', 'the', 'bed')",1,appointed the bed
"('bright', 'lights', 'that')",1,bright lights that
"('we', 'stayed', 'only')",1,we stayed only
"('experience', 'and', 'very')",1,experience and very
"('very', 'good', 'views')",1,very good views
"('good', 'views', 'rooms')",1,good views rooms
"('views', 'rooms', 'were')",1,views rooms were
"('rooms', 'were', 'roomy')",1,rooms were roomy
"('were', 'roomy', 'clean')",1,were roomy clean
"('roomy', 'clean', 'and')",1,roomy clean and
"('appointed', 'the', 'location')",1,appointed the location
"('out', 'of', 'when')",1,out of when
"('to', 'out', 'of')",1,to out of
"('get', 'to', 'out')",1,get to out
"('is', 'perfect', 'if')",1,is perfect if
"('perfect', 'if', 'you')",1,perfect if you
"('if', 'you', 'traveling')",1,if you traveling
"('you', 'traveling', 'around')",1,you traveling around
"('as', 'to', 'get')",1,as to get
"('well', 'as', 'to')",1,well as to
"('traveling', 'around', 'the')",1,traveling around the
"('the', 'area', 'and')",1,the area and
"('area', 'and', 'taking')",1,area and taking
"('city', 'as', 'well')",1,city as well
"('the', 'city', 'as')",1,the city as
"('convenient', 'to', 'walk')",1,convenient to walk
"('be', 'convenient', 'to')",1,be convenient to
"('and', 'taking', 'ferrys')",1,and taking ferrys
"('to', 'be', 'convenient')",1,to be convenient
"('taking', 'ferrys', 'its')",1,taking ferrys its
"('of', 'when', 'visiting')",1,of when visiting
"('nice', 'experience', 'and')",1,nice experience and
"('very', 'nice', 'experience')",1,very nice experience
"('suite', 'corner', 'harbour')",1,suite corner harbour
"('stayed', 'only', '1')",1,stayed only 1
"('only', '1', 'night')",1,only 1 night
"('1', 'night', 'but')",1,1 night but
"('night', 'but', 'wished')",1,night but wished
"('but', 'wished', 'we')",1,but wished we
"('we', 'had', 'stayed')",1,we had stayed
"('nuce', 'and', 'well')",1,nuce and well
"('was', 'nuce', 'and')",1,was nuce and
"('view', 'was', 'nuce')",1,view was nuce
"('harbour', 'view', 'was')",1,harbour view was
"('had', 'stayed', 'longer')",1,had stayed longer
"('corner', 'harbour', 'view')",1,corner harbour view
"('junior', 'suite', 'corner')",1,junior suite corner
"('when', 'visiting', 'the')",1,when visiting the
"('stayed', 'longer', 'we')",1,stayed longer we
"('room', 'junior', 'suite')",1,room junior suite
"('the', 'room', 'junior')",1,the room junior
"('longer', 'we', 'ate')",1,longer we ate
"('we', 'ate', 'breakfast')",1,we ate breakfast
"('ate', 'breakfast', 'dinner')",1,ate breakfast dinner
"('breakfast', 'dinner', 'in')",1,breakfast dinner in
"('9th', 'floor', 'very')",1,9th floor very
"('region', 'the', 'room')",1,region the room
"('the', 'region', 'the')",1,the region the
"('floor', 'very', 'nice')",1,floor very nice
"('visiting', 'the', 'region')",1,visiting the region
"('were', 'a', '2')",1,were a 2
"('had', 'been', 'scratched')",1,had been scratched
"('been', 'scratched', 'not')",1,been scratched not
"('offer', 'were', 'a')",1,offer were a
"('to', 'justify', 'our')",1,to justify our
"('a', 'view', 'over')",1,a view over
"('justify', 'our', 'rate')",1,justify our rate
"('we', 'we', 'had')",1,we we had
"('our', 'rate', 'paid')",1,our rate paid
"('rate', 'paid', 'only')",1,rate paid only
"('paid', 'only', 'warranted')",1,paid only warranted
"('only', 'warranted', 'this')",1,only warranted this
"('warranted', 'this', 'type')",1,warranted this type
"('this', 'type', 'of')",1,this type of
"('type', 'of', 'room')",1,type of room
"('of', 'room', 'and')",1,of room and
"('room', 'and', 'of')",1,room and of
"('of', 'course', 'they')",1,of course they
"('course', 'they', 'were')",1,course they were
"('they', 'were', 'fully')",1,they were fully
"('were', 'fully', 'booked')",1,were fully booked
"('situated', 'at', 'the')",1,situated at the
"('fully', 'booked', 'so')",1,fully booked so
"('booked', 'so', 'apparently')",1,booked so apparently
"('so', 'apparently', 'couldn')",1,so apparently couldn
"('apparently', 'couldn', 't')",1,apparently couldn t
"('room', 'situated', 'at')",1,room situated at
"('couldn', 't', 'move')",1,couldn t move
"('a', 'room', 'situated')",1,a room situated
"('night', 'in', 'a')",1,night in a
"('t', 'move', 'us')",1,t move us
"('view', 'over', 'looking')",1,view over looking
"('tried', 'to', 'justify')",1,tried to justify
"('he', 'tried', 'to')",1,he tried to
"('tower', 'which', 'i')",1,tower which i
"('i', 'complained', 'to')",1,i complained to
"('complained', 'to', 'the')",1,complained to the
"('communication', 'pole', 'however')",1,communication pole however
"('of', 'communication', 'pole')",1,of communication pole
"('form', 'of', 'communication')",1,form of communication
"('some', 'form', 'of')",1,some form of
"('to', 'the', 'receptionist')",1,to the receptionist
"('the', 'receptionist', 'who')",1,the receptionist who
"('was', 'some', 'form')",1,was some form
"('assumed', 'was', 'some')",1,assumed was some
"('i', 'assumed', 'was')",1,i assumed was
"('which', 'i', 'assumed')",1,which i assumed
"('receptionist', 'who', 'showed')",1,receptionist who showed
"('room', 'he', 'tried')",1,room he tried
"('metal', 'tower', 'which')",1,metal tower which
"('massive', 'metal', 'tower')",1,massive metal tower
"('who', 'showed', 'us')",1,who showed us
"('and', 'massive', 'metal')",1,and massive metal
"('showed', 'us', 'the')",1,showed us the
"('us', 'the', 'room')",1,us the room
"('building', 'and', 'massive')",1,building and massive
"('dissuesd', 'building', 'and')",1,dissuesd building and
"('a', 'dissuesd', 'building')",1,a dissuesd building
"('looking', 'a', 'dissuesd')",1,looking a dissuesd
"('the', 'room', 'he')",1,the room he
"('over', 'looking', 'a')",1,over looking a
"('move', 'us', 'but')",1,move us but
"('us', 'but', 'offered')",1,us but offered
"('1', 'night', 'in')",1,1 night in
"('a', 'heavy', 'heart')",1,a heavy heart
"('a', 'spaciuos', 'room')",1,a spaciuos room
"('arrival', 'we', 'had')",1,arrival we had
"('had', 'to', 'stay')",1,had to stay
"('to', 'stay', 'but')",1,to stay but
"('stay', 'but', 'with')",1,stay but with
"('but', 'with', 'a')",1,but with a
"('and', 'a', 'spaciuos')",1,and a spaciuos
"('with', 'a', 'heavy')",1,with a heavy
"('balcony', 'and', 'a')",1,balcony and a
"('views', 'balcony', 'and')",1,views balcony and
"('sea', 'views', 'balcony')",1,sea views balcony
"('anticipated', 'sea', 'views')",1,anticipated sea views
"('we', 'anticipated', 'sea')",1,we anticipated sea
"('room', 'none', 'of')",1,room none of
"('heavy', 'heart', 'the')",1,heavy heart the
"('heart', 'the', 'facilities')",1,heart the facilities
"('the', 'facilities', 'on')",1,the facilities on
"('room', 'we', 'anticipated')",1,room we anticipated
"('facilities', 'on', 'offer')",1,facilities on offer
"('hotel', 'room', 'we')",1,hotel room we
"('the', 'hotel', 'room')",1,the hotel room
"('booking', 'the', 'hotel')",1,booking the hotel
"('on', 'offer', 'were')",1,on offer were
"('great', 'booking', 'the')",1,great booking the
"('not', 'great', 'booking')",1,not great booking
"('scratched', 'not', 'great')",1,scratched not great
"('spaciuos', 'room', 'none')",1,spaciuos room none
"('none', 'of', 'which')",1,none of which
"('but', 'offered', 'that')",1,but offered that
"('t', 'be', 'charged')",1,t be charged
"('offered', 'that', 'should')",1,offered that should
"('that', 'should', 'we')",1,that should we
"('euros', 'for', '1')",1,euros for 1
"('should', 'we', 'wish')",1,should we wish
"('we', 'wish', 'to')",1,we wish to
"('wish', 'to', 'leave')",1,wish to leave
"('to', 'leave', 'we')",1,to leave we
"('leave', 'we', 'wouldn')",1,leave we wouldn
"('00', 'euros', 'for')",1,00 euros for
"('360', '00', 'euros')",1,360 00 euros
"('paid', '360', '00')",1,paid 360 00
"('we', 'paid', '360')",1,we paid 360
"('be', 'charged', 'due')",1,be charged due
"('our', 'arrival', 'we')",1,our arrival we
"('charged', 'due', 'to')",1,charged due to
"('disappointed', 'we', 'paid')",1,disappointed we paid
"('due', 'to', 'the')",1,due to the
"('to', 'the', 'lateness')",1,to the lateness
"('hugely', 'disappointed', 'we')",1,hugely disappointed we
"('offer', 'hugely', 'disappointed')",1,offer hugely disappointed
"('on', 'offer', 'hugely')",1,on offer hugely
"('the', 'lateness', 'of')",1,the lateness of
"('were', 'on', 'offer')",1,were on offer
"('lateness', 'of', 'our')",1,lateness of our
"('of', 'our', 'arrival')",1,of our arrival
"('which', 'were', 'on')",1,which were on
"('ferrys', 'its', 'not')",1,ferrys its not
"('its', 'not', 'a')",1,its not a
"('not', 'a', 'picturesque')",1,not a picturesque
"('at', 'the', 'roadside')",1,at the roadside
"('luggage', 'delivery', 'in')",1,luggage delivery in
"('delivery', 'in', 'the')",1,delivery in the
"('the', 'bar', 'and')",1,the bar and
"('an', 'auto', 'setting')",1,an auto setting
"('have', 'an', 'auto')",1,have an auto
"('pole', 'however', 'when')",1,pole however when
"('bar', 'and', 'in')",1,bar and in
"('ac', 'didn', 't')",1,ac didn t
"('and', 'in', 'the')",1,and in the
"('in', 'the', 'roof')",1,in the roof
"('roof', 'top', 'michelin')",1,roof top michelin
"('the', 'ac', 'didn')",1,the ac didn
"('top', 'michelin', 'stared')",1,top michelin stared
"('michelin', 'stared', 'restaurant')",1,michelin stared restaurant
"('stared', 'restaurant', 'where')",1,stared restaurant where
"('restaurant', 'where', 'we')",1,restaurant where we
"('where', 'we', 'were')",1,where we were
"('we', 'were', 'wowed')",1,we were wowed
"('and', 'the', 'ac')",1,and the ac
"('were', 'wowed', 'by')",1,were wowed by
"('wowed', 'by', 'the')",1,wowed by the
"('by', 'the', '8')",1,by the 8
"('one', 'and', 'the')",1,one and the
"('the', '8', 'course')",1,the 8 course
"('8', 'course', 'tasting')",1,8 course tasting
"('course', 'tasting', 'menu')",1,course tasting menu
"('tasting', 'menu', 'with')",1,tasting menu with
"('of', 'luggage', 'delivery')",1,of luggage delivery
"('auto', 'setting', 'which')",1,auto setting which
"('setting', 'which', 'made')",1,setting which made
"('it', 'was', 'on')",1,it was on
"('roadside', 'good', 'humoured')",1,roadside good humoured
"('good', 'humoured', 'polite')",1,good humoured polite
"('visited', 'napoli', 'because')",1,visited napoli because
"('i', 'visited', 'napoli')",1,i visited napoli
"('off', 'i', 'visited')",1,off i visited
"('or', 'off', 'i')",1,or off i
"('humoured', 'polite', 'and')",1,humoured polite and
"('on', 'or', 'off')",1,on or off
"('polite', 'and', 'efficient')",1,polite and efficient
"('was', 'on', 'or')",1,was on or
"('and', 'efficient', 'staff')",1,and efficient staff
"('efficient', 'staff', 'at')",1,efficient staff at
"('either', 'it', 'was')",1,either it was
"('speed', 'of', 'luggage')",1,speed of luggage
"('regulate', 'either', 'it')",1,regulate either it
"('to', 'regulate', 'either')",1,to regulate either
"('at', 'the', 'door')",1,at the door
"('the', 'door', 'the')",1,the door the
"('hard', 'to', 'regulate')",1,hard to regulate
"('it', 'hard', 'to')",1,it hard to
"('door', 'the', 'reception')",1,door the reception
"('made', 'it', 'hard')",1,made it hard
"('the', 'reception', 'desk')",1,the reception desk
"('reception', 'desk', 'speed')",1,reception desk speed
"('which', 'made', 'it')",1,which made it
"('desk', 'speed', 'of')",1,desk speed of
"('menu', 'with', 'wine')",1,menu with wine
"('with', 'wine', 'flight')",1,with wine flight
"('wine', 'flight', 'not')",1,wine flight not
"('that', 'illuminate', 'the')",1,that illuminate the
"('arsenal', 'won', 'this')",1,arsenal won this
"('room', 'because', 'the')",1,room because the
"('won', 'this', 'was')",1,won this was
"('this', 'was', 'one')",1,this was one
"('entire', 'room', 'because')",1,entire room because
"('at', 'the', 'workers')",1,at the workers
"('the', 'workers', 'spa')",1,the workers spa
"('workers', 'spa', 'bar')",1,workers spa bar
"('spa', 'bar', 'and')",1,spa bar and
"('and', 'pool', 'were')",1,and pool were
"('the', 'entire', 'room')",1,the entire room
"('illuminate', 'the', 'entire')",1,illuminate the entire
"('pool', 'were', 'well')",1,pool were well
"('and', 'arsenal', 'won')",1,and arsenal won
"('were', 'well', 'beyond')",1,were well beyond
"('well', 'beyond', 'average')",1,well beyond average
"('beyond', 'average', 'the')",1,beyond average the
"('average', 'the', 'location')",1,average the location
"('location', 'is', 'right')",1,location is right
"('is', 'right', 'on')",1,is right on
"('on', 'the', 'water')",1,on the water
"('the', 'water', 'next')",1,the water next
"('water', 'next', 'to')",1,water next to
"('lights', 'that', 'illuminate')",1,lights that illuminate
"('the', 'ferry', 'line')",1,the ferry line
"('ferry', 'line', 'and')",1,ferry line and
"('because', 'the', 'bathroom')",1,because the bathroom
"('the', 'bathroom', 'walls')",1,the bathroom walls
"('flight', 'not', 'inexpensive')",1,flight not inexpensive
"('completed', 'the', 'package')",1,completed the package
"('not', 'inexpensive', 'but')",1,not inexpensive but
"('inexpensive', 'but', 'simply')",1,inexpensive but simply
"('but', 'simply', 'wonderful')",1,but simply wonderful
"('simply', 'wonderful', 'comfortable')",1,simply wonderful comfortable
"('wonderful', 'comfortable', 'well')",1,wonderful comfortable well
"('comfortable', 'well', 'equipped')",1,comfortable well equipped
"('that', 'one', 'and')",1,that one and
"('well', 'equipped', 'rooms')",1,well equipped rooms
"('equipped', 'rooms', 'completed')",1,equipped rooms completed
"('rooms', 'completed', 'the')",1,rooms completed the
"('of', 'that', 'one')",1,of that one
"('thought', 'of', 'that')",1,thought of that
"('the', 'package', 'we')",1,the package we
"('bathroom', 'walls', 'are')",1,bathroom walls are
"('package', 'we', 'all')",1,package we all
"('we', 'all', 'had')",1,we all had
"('all', 'had', 'a')",1,all had a
"('a', 'fantastic', 'time')",1,a fantastic time
"('who', 'thought', 'of')",1,who thought of
"('fantastic', 'time', 'at')",1,fantastic time at
"('time', 'at', 'the')",1,time at the
"('glass', 'who', 'thought')",1,glass who thought
"('are', 'glass', 'who')",1,are glass who
"('walls', 'are', 'glass')",1,walls are glass
"('the', 'romeo', 'and')",1,the romeo and
"('romeo', 'and', 'arsenal')",1,romeo and arsenal
"('the', 'roadside', 'good')",1,the roadside good
"('car', 'at', 'the')",1,car at the
"('turns', 'out', 'to')",1,turns out to
"('or', 'car', 'at')",1,or car at
"('with', '2', 'kids')",1,with 2 kids
"('2', 'kids', 'in')",1,2 kids in
"('attorno', 'è', 'invitante')",1,attorno è invitante
"('kids', 'in', 'one')",1,kids in one
"('tutto', 'attorno', 'è')",1,tutto attorno è
"('in', 'one', 'room')",1,in one room
"('appunto', 'tutto', 'attorno')",1,appunto tutto attorno
"('one', 'room', 'and')",1,one room and
"('room', 'and', 'it')",1,room and it
"('a', 'bit', 'tight')",1,a bit tight
"('bit', 'tight', 'however')",1,bit tight however
"('però', 'appunto', 'tutto')",1,però appunto tutto
"('tight', 'however', 'the')",1,tight however the
"('however', 'the', 'hotel')",1,however the hotel
"('belle', 'però', 'appunto')",1,belle però appunto
"('hotel', 'was', 'nice')",1,hotel was nice
"('was', 'nice', 'enough')",1,was nice enough
"('nice', 'enough', 'to')",1,nice enough to
"('o', 'belle', 'però')",1,o belle però
"('curate', 'o', 'belle')",1,curate o belle
"('più', 'curate', 'o')",1,più curate o
"('le', 'più', 'curate')",1,le più curate
"('tra', 'le', 'più')",1,tra le più
"('enough', 'to', 'add')",1,enough to add
"('to', 'add', 'an')",1,to add an
"('è', 'tra', 'le')",1,è tra le
"('non', 'è', 'tra')",1,non è tra
"('stayed', 'with', '2')",1,stayed with 2
"('that', 'we', 'stayed')",1,that we stayed
"('è', 'invitante', 'on')",1,è invitante on
"('at', 'first', 'facing')",1,at first facing
"('but', 'turns', 'out')",1,but turns out
"('warehouse', 'but', 'turns')",1,warehouse but turns
"('down', 'warehouse', 'but')",1,down warehouse but
"('a', 'picturesque', 'view')",1,a picturesque view
"('picturesque', 'view', 'so')",1,picturesque view so
"('run', 'down', 'warehouse')",1,run down warehouse
"('view', 'so', 'i')",1,view so i
"('facing', 'a', 'run')",1,facing a run
"('so', 'i', 'wouldn')",1,so i wouldn
"('wouldn', 't', 'choose')",1,wouldn t choose
"('first', 'facing', 'a')",1,first facing a
"('t', 'choose', 'a')",1,t choose a
"('choose', 'a', 'room')",1,choose a room
"('invitante', 'on', 'out')",1,invitante on out
"('weird', 'at', 'first')",1,weird at first
"('feels', 'weird', 'at')",1,feels weird at
"('a', 'room', 'based')",1,a room based
"('location', 'feels', 'weird')",1,location feels weird
"('room', 'based', 'on')",1,room based on
"('coast', 'location', 'feels')",1,coast location feels
"('amalfi', 'coast', 'location')",1,amalfi coast location
"('way', 'to', 'the')",1,way to the
"('out', 'way', 'to')",1,out way to
"('based', 'on', 'that')",1,based on that
"('on', 'out', 'way')",1,on out way
"('on', 'that', 'we')",1,on that we
"('add', 'an', 'extra')",1,add an extra
"('an', 'extra', 'roll')",1,an extra roll
"('extra', 'roll', 'out')",1,extra roll out
"('a', 'sunny', 'escape')",1,a sunny escape
"('but', 'the', 'people')",1,but the people
"('two', 'nights', 'and')",1,two nights and
"('warm', 'but', 'the')",1,warm but the
"('nights', 'and', 'received')",1,nights and received
"('that', 'warm', 'but')",1,that warm but
"('t', 'that', 'warm')",1,t that warm
"('wasn', 't', 'that')",1,wasn t that
"('weather', 'wasn', 't')",1,weather wasn t
"('the', 'weather', 'wasn')",1,the weather wasn
"('well', 'the', 'weather')",1,well the weather
"('escape', 'well', 'the')",1,escape well the
"('sunny', 'escape', 'well')",1,sunny escape well
"('and', 'received', 'superb')",1,and received superb
"('people', 'and', 'the')",1,people and the
"('for', 'a', 'sunny')",1,for a sunny
"('received', 'superb', 'service')",1,received superb service
"('superb', 'service', 'from')",1,superb service from
"('was', 'looking', 'for')",1,was looking for
"('i', 'was', 'looking')",1,i was looking
"('because', 'i', 'was')",1,because i was
"('napoli', 'because', 'i')",1,napoli because i
"('moment', 'we', 'were')",1,moment we were
"('we', 'were', 'met')",1,we were met
"('were', 'met', 'from')",1,were met from
"('met', 'from', 'or')",1,met from or
"('from', 'or', 'car')",1,from or car
"('the', 'people', 'and')",1,the people and
"('stayed', 'for', 'two')",1,stayed for two
"('roll', 'out', 'bed')",1,roll out bed
"('città', 'ha', 'tante')",1,città ha tante
"('porto', 'non', 'è')",1,porto non è
"('del', 'porto', 'non')",1,del porto non
"('zona', 'del', 'porto')",1,zona del porto
"('la', 'zona', 'del')",1,la zona del
"('sfaccettature', 'la', 'zona')",1,sfaccettature la zona
"('tante', 'sfaccettature', 'la')",1,tante sfaccettature la
"('ha', 'tante', 'sfaccettature')",1,ha tante sfaccettature
"('out', 'bed', 'breakfast')",1,out bed breakfast
"('bed', 'breakfast', 'is')",1,bed breakfast is
"('breakfast', 'is', 'very')",1,breakfast is very
"('nice', 'and', 'has')",1,nice and has
"('and', 'has', 'something')",1,and has something
"('la', 'città', 'ha')",1,la città ha
"('everyone', 'we', 'stayed')",1,everyone we stayed
"('south', 'la', 'città')",1,south la città
"('the', 'south', 'la')",1,the south la
"('in', 'the', 'south')",1,in the south
"('escape', 'in', 'the')",1,escape in the
"('nice', 'escape', 'in')",1,nice escape in
"('enough', 'nice', 'escape')",1,enough nice escape
"('warm', 'enough', 'nice')",1,warm enough nice
"('are', 'warm', 'enough')",1,are warm enough
"('has', 'something', 'for')",1,has something for
"('city', 'are', 'warm')",1,city are warm
"('for', 'everyone', 'we')",1,for everyone we
"('the', 'city', 'are')",1,the city are
"('happens', 'we', 'we')",1,happens we we
"('impressive', 'modernity', 'with')",1,impressive modernity with
"('an', 'amazing', 'stay')",1,an amazing stay
"('facilities', 'concierge', 'was')",1,facilities concierge was
"('and', 'the', 'facilities')",1,and the facilities
"('space', 'and', 'the')",1,space and the
"('the', 'space', 'and')",1,the space and
"('enjoyed', 'the', 'space')",1,enjoyed the space
"('stay', 'we', 'enjoyed')",1,stay we enjoyed
"('terrific', 'stay', 'we')",1,terrific stay we
"('a', 'terrific', 'stay')",1,a terrific stay
"('had', 'a', 'terrific')",1,had a terrific
"('staff', 'had', 'a')",1,staff had a
"('helpful', 'staff', 'had')",1,helpful staff had
"('incredibly', 'friendly', 'and')",1,incredibly friendly and
"('wonderful', 'incredibly', 'friendly')",1,wonderful incredibly friendly
"('was', 'wonderful', 'incredibly')",1,was wonderful incredibly
"('better', 'the', 'hotel')",1,better the hotel
"('much', 'better', 'the')",1,much better the
"('be', 'much', 'better')",1,be much better
"('can', 'be', 'much')",1,can be much
"('the', 'facilities', 'concierge')",1,the facilities concierge
"('concierge', 'was', 'great')",1,concierge was great
"('maintenance', 'they', 'can')",1,maintenance they can
"('was', 'great', 'for')",1,was great for
"('two', 'days', 'in')",1,two days in
"('islands', 'two', 'days')",1,islands two days
"('other', 'islands', 'two')",1,other islands two
"('visit', 'other', 'islands')",1,visit other islands
"('and', 'visit', 'other')",1,and visit other
"('go', 'and', 'visit')",1,go and visit
"('boat', 'to', 'go')",1,boat to go
"('the', 'boat', 'to')",1,the boat to
"('get', 'the', 'boat')",1,get the boat
"('it', 'easy', 'to')",1,it easy to
"('made', 'it', 'easy')",1,made it easy
"('location', 'made', 'it')",1,location made it
"('the', 'location', 'made')",1,the location made
"('recommendations', 'the', 'location')",1,recommendations the location
"('dinner', 'recommendations', 'the')",1,dinner recommendations the
"('for', 'dinner', 'recommendations')",1,for dinner recommendations
"('great', 'for', 'dinner')",1,great for dinner
"('they', 'can', 'be')",1,they can be
"('re', 'maintenance', 'they')",1,re maintenance they
"('advance', 'we', 'asked')",1,advance we asked
"('great', 'the', 'stuff')",1,great the stuff
"('they', 'should', 'the')",1,they should the
"('as', 'they', 'should')",1,as they should
"('oiled', 'as', 'they')",1,oiled as they
"('and', 'oiled', 'as')",1,and oiled as
"('services', 'and', 'oiled')",1,services and oiled
"('been', 'services', 'and')",1,been services and
"('not', 'been', 'services')",1,not been services
"('probably', 'have', 'not')",1,probably have not
"('but', 'probably', 'have')",1,but probably have
"('automatic', 'but', 'probably')",1,automatic but probably
"('curtains', 'automatic', 'but')",1,curtains automatic but
"('the', 'curtains', 'automatic')",1,the curtains automatic
"('pressure', 'the', 'curtains')",1,pressure the curtains
"('water', 'pressure', 'the')",1,water pressure the
"('no', 'water', 'pressure')",1,no water pressure
"('as', 'no', 'water')",1,as no water
"('up', 'as', 'no')",1,up as no
"('should', 'the', 'breakfast')",1,should the breakfast
"('the', 'stuff', 'is')",1,the stuff is
"('effort', 're', 'maintenance')",1,effort re maintenance
"('stuff', 'is', 'super')",1,stuff is super
"('little', 'effort', 're')",1,little effort re
"('a', 'little', 'effort')",1,a little effort
"('with', 'a', 'little')",1,with a little
"('so', 'with', 'a')",1,so with a
"('impressive', 'so', 'with')",1,impressive so with
"('are', 'impressive', 'so')",1,are impressive so
"('restaurant', 'are', 'impressive')",1,restaurant are impressive
"('breakfast', 'room', 'and')",1,breakfast room and
"('the', 'breakfast', 'room')",1,the breakfast room
"('lobby', 'the', 'breakfast')",1,lobby the breakfast
"('the', 'lobby', 'the')",1,the lobby the
"('and', 'the', 'lobby')",1,and the lobby
"('attentive', 'and', 'the')",1,attentive and the
"('and', 'attentive', 'and')",1,and attentive and
"('helpful', 'and', 'attentive')",1,helpful and attentive
"('super', 'helpful', 'and')",1,super helpful and
"('is', 'super', 'helpful')",1,is super helpful
"('days', 'in', 'advance')",1,days in advance
"('asked', 'for', 'a')",1,asked for a
"('amazing', 'stay', 'at')",1,amazing stay at
"('enjoyed', 'our', 'view')",1,enjoyed our view
"('as', 'scenic', 'but')",1,as scenic but
"('not', 'as', 'scenic')",1,not as scenic
"('is', 'not', 'as')",1,is not as
"('waterfront', 'is', 'not')",1,waterfront is not
"('immediate', 'waterfront', 'is')",1,immediate waterfront is
"('the', 'immediate', 'waterfront')",1,the immediate waterfront
"('granted', 'the', 'immediate')",1,granted the immediate
"('vesuvius', 'granted', 'the')",1,vesuvius granted the
"('and', 'vesuvius', 'granted')",1,and vesuvius granted
"('water', 'and', 'vesuvius')",1,water and vesuvius
"('the', 'water', 'and')",1,the water and
"('hotel', 'we', 'had')",1,hotel we had
"('this', 'hotel', 'we')",1,this hotel we
"('recommended', 'we', 'had')",1,recommended we had
"('be', 'recommended', 'we')",1,be recommended we
"('not', 'be', 'recommended')",1,not be recommended
"('can', 'not', 'be')",1,can not be
"('scenic', 'but', 'we')",1,scenic but we
"('our', 'view', 'it')",1,our view it
"('your', 'restaurant', 'can')",1,your restaurant can
"('view', 'it', 'was')",1,view it was
"('recommendations', 'were', 'great')",1,recommendations were great
"('food', 'recommendations', 'were')",1,food recommendations were
"('the', 'food', 'recommendations')",1,the food recommendations
"('were', 'friendly', 'and')",1,were friendly and
"('safe', 'the', 'staff')",1,safe the staff
"('felt', 'safe', 'the')",1,felt safe the
"('clean', 'and', 'felt')",1,clean and felt
"('immediately', 'around', 'the')",1,immediately around the
"('area', 'immediately', 'around')",1,area immediately around
"('the', 'area', 'immediately')",1,the area immediately
"('sorrento', 'the', 'area')",1,sorrento the area
"('to', 'sorrento', 'the')",1,to sorrento the
"('took', 'to', 'sorrento')",1,took to sorrento
"('we', 'took', 'to')",1,we took to
"('which', 'we', 'took')",1,which we took
"('ferry', 'which', 'we')",1,ferry which we
"('the', 'ferry', 'which')",1,the ferry which
"('restaurant', 'can', 'not')",1,restaurant can not
"('smoking', 'your', 'restaurant')",1,smoking your restaurant
"('for', 'a', 'table')",1,for a table
"('got', 'a', 'table')",1,got a table
"('they', 'then', 'got')",1,they then got
"('row', 'they', 'then')",1,row they then
"('second', 'row', 'they')",1,second row they
"('the', 'second', 'row')",1,the second row
"('in', 'the', 'second')",1,in the second
"('refused', 'a', 'table')",1,refused a table
"('costumeres', 'refused', 'a')",1,costumeres refused a
"('other', 'costumeres', 'refused')",1,other costumeres refused
"('evening', 'other', 'costumeres')",1,evening other costumeres
"('the', 'evening', 'other')",1,the evening other
"('possible', 'in', 'the')",1,possible in the
"('im', 'possible', 'in')",1,im possible in
"('is', 'im', 'possible')",1,is im possible
"('this', 'is', 'im')",1,this is im
